client_number,tickets_25_26,tickets_24_25,tickets_23_24,tickets_22_23,tickets_21_22,tickets_19_20,tickets_18_19,tickets_17_18,tickets_16_17,tickets_15_16,tickets_14_15
23017,1,1,1,1,1,1,1,1,1,0,0
23022,0,1,1,1,1,0,0,1,1,0,0
23023,1,1,1,1,1,1,1,1,1,0,0
23036,1,1,1,1,1,1,1,1,1,0,0
23039,0,1,1,1,1,1,1,1,1,0,0
23041,0,0,1,1,1,1,1,1,1,0,0
23043,1,1,1,1,1,1,1,1,1,0,0
23048,0,1,1,1,1,1,1,1,1,0,0
23054,1,1,1,1,1,1,1,1,1,0,0
23056,0,0,1,1,1,0,0,0,0,0,0
23057,1,1,1,1,1,1,1,1,1,0,0
23060,1,1,1,0,0,1,1,1,1,0,0
23073,1,1,1,1,1,1,1,1,1,0,0
23077,0,1,1,1,1,0,0,1,1,0,0
23081,1,1,1,1,1,1,1,1,1,0,0
23083,1,1,1,0,0,0,1,1,1,0,0
23091,0,1,1,1,1,1,1,1,1,0,0
23098,1,1,1,1,1,1,1,1,1,0,0
23120,1,1,1,1,1,1,1,1,1,0,0
23135,0,0,1,0,0,1,1,1,1,0,0
23147,1,1,1,1,1,1,1,1,1,0,0
23157,0,0,1,1,1,1,1,1,1,0,0
23159,1,1,1,1,1,1,1,1,1,0,0
23174,0,1,1,1,1,1,1,1,1,0,0
23180,1,1,1,1,1,1,1,1,1,0,0
23181,1,1,1,1,1,1,1,1,1,0,0
23185,0,1,1,1,1,1,1,1,1,0,0
23191,0,0,1,0,0,1,1,1,1,0,0
23192,0,0,1,0,0,0,0,1,1,0,0
23196,1,1,1,1,1,1,1,1,1,0,0
23204,0,0,1,0,0,1,1,1,1,0,0
23206,1,1,1,1,1,0,0,1,1,0,0
23212,0,1,1,1,1,1,1,1,1,0,0
23254,1,1,1,1,1,1,1,1,1,0,0
23265,0,0,1,1,1,1,1,1,1,0,0
23269,1,1,1,1,1,1,0,1,1,0,0
23278,1,1,1,0,0,0,0,1,1,0,0
23298,1,1,1,1,1,1,1,1,1,0,0
23301,1,1,1,1,1,0,0,1,1,0,0
23316,1,1,1,1,1,1,1,1,1,0,0
23324,0,0,1,0,0,0,0,0,0,0,0
23329,1,0,1,0,0,0,1,1,1,0,0
23332,0,0,1,0,0,1,0,1,1,0,0
23366,1,1,1,1,1,1,1,1,0,0,0
23381,0,0,1,1,1,1,1,1,1,0,0
23393,1,1,1,0,0,0,0,0,0,0,0
23425,0,0,1,0,0,1,1,1,1,0,0
23444,0,0,1,1,1,0,0,0,0,0,0
23452,1,1,1,1,1,1,0,0,1,0,0
23471,1,1,1,0,0,0,0,0,0,0,0
23499,0,0,1,1,1,1,0,1,1,0,0
23504,1,1,1,1,1,1,1,1,1,0,0
23523,0,1,1,1,1,1,1,1,1,0,0
23525,0,1,1,1,1,1,1,1,1,0,0
23602,0,0,1,0,0,0,0,0,1,0,0
23628,0,0,1,1,1,1,1,1,1,0,0
23643,0,0,1,1,1,1,1,1,1,0,0
23644,0,0,1,1,1,1,1,1,1,0,0
23656,0,0,1,1,1,1,1,1,1,0,0
23661,0,0,1,1,1,1,1,1,1,0,0
23665,0,0,1,1,1,0,0,1,1,0,0
23666,0,0,1,1,1,0,0,1,1,0,0
23669,0,1,1,1,1,0,0,1,1,0,0
23697,0,1,1,1,1,1,1,1,1,0,0
23704,0,1,1,1,1,0,0,0,0,0,0
23705,0,0,1,1,1,1,1,1,1,0,0
23719,0,0,1,1,1,1,1,1,1,0,0
23721,1,1,1,1,1,1,1,1,1,0,0
23724,0,0,1,1,1,1,1,1,1,0,0
23744,0,1,1,1,1,0,1,1,1,0,0
23755,0,0,1,1,1,1,1,1,1,0,0
23782,0,1,1,0,0,0,0,0,0,0,0
23845,0,1,1,0,0,1,1,1,1,0,0
23869,1,1,1,1,1,1,1,1,0,0,0
23889,1,1,1,1,1,0,1,1,0,0,0
23900,0,1,1,1,1,1,0,1,1,0,0
23944,1,1,1,0,0,1,1,1,1,0,0
23961,0,0,1,1,1,1,1,1,1,0,0
23978,1,1,1,1,1,1,1,1,1,0,0
24023,1,1,1,1,1,1,1,1,0,0,0
24041,0,0,1,1,1,1,0,1,1,0,0
24071,0,0,1,1,1,1,0,0,1,0,0
24080,1,1,1,1,1,0,0,0,1,0,0
24180,1,0,1,0,0,1,1,0,0,0,0
24209,1,1,1,1,1,1,1,1,0,0,0
24211,1,1,1,1,1,0,0,0,0,0,0
24246,0,0,1,1,1,0,0,0,0,0,0
24262,0,1,1,0,0,1,1,1,1,0,0
24263,0,0,1,0,0,1,1,1,1,0,0
24285,0,0,1,1,1,1,1,1,1,0,0
24409,0,0,1,0,0,1,1,1,1,0,0
24428,1,1,1,0,0,0,1,0,0,0,0
24484,0,1,1,1,1,0,1,1,0,0,0
24542,1,1,1,0,0,0,0,0,0,0,0
24545,0,1,1,0,0,0,0,1,1,0,0
24573,1,1,1,1,1,1,1,1,1,0,0
24641,1,1,1,0,0,0,0,0,0,0,0
24643,0,1,1,1,1,1,1,1,0,0,0
24650,0,0,1,0,0,0,0,0,0,0,0
24700,0,0,1,1,1,0,0,0,0,0,0
24717,0,1,1,0,0,1,1,0,0,0,0
24719,0,0,1,0,0,0,0,0,0,0,0
24745,1,1,1,1,1,1,1,1,0,0,0
24763,0,0,1,1,1,0,1,0,0,0,0
24806,1,0,1,1,1,0,0,0,0,0,0
24834,1,1,1,1,1,1,1,1,0,0,0
24884,1,1,1,0,0,0,0,0,0,0,0
24894,0,0,1,1,1,1,1,1,0,0,0
24924,1,1,1,1,1,1,1,1,1,0,0
24931,0,0,1,0,0,0,0,0,0,0,0
24933,0,1,1,1,1,1,1,1,0,0,0
24935,1,1,1,0,0,0,0,0,0,0,0
24957,1,0,1,0,0,0,0,0,0,0,0
25054,1,1,1,1,1,1,1,1,1,0,0
25055,1,1,1,1,1,1,1,1,1,0,0
25118,0,1,1,0,0,1,0,0,0,0,0
25124,0,0,1,0,0,0,0,0,0,0,0
25217,1,1,1,1,1,1,1,1,0,0,0
25231,0,0,1,1,1,1,1,1,1,0,0
25268,1,1,1,1,1,1,1,1,0,0,0
25347,1,1,1,0,0,0,0,0,0,0,0
25499,0,1,1,1,1,1,0,1,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25555,0,1,1,1,1,1,0,0,0,0,0
25602,1,1,1,1,1,1,1,1,0,0,0
25619,0,1,1,0,0,0,1,1,0,0,0
25625,0,1,1,1,1,0,0,0,0,0,0
25662,1,1,1,0,0,0,0,0,0,0,0
25748,1,1,1,1,1,1,0,0,0,0,0
25847,0,1,1,0,0,0,0,0,0,0,0
25858,0,1,1,1,1,1,1,0,0,0,0
25863,1,1,1,1,1,0,1,0,0,0,0
25865,0,1,1,1,1,1,1,1,0,0,0
25922,1,1,1,1,1,1,1,1,0,0,0
25955,0,0,1,1,1,0,0,0,0,0,0
25974,1,1,1,0,0,0,0,0,0,0,0
26125,1,1,1,0,0,0,0,0,0,0,0
26168,1,1,1,1,1,1,1,1,1,0,0
26179,0,0,1,0,0,0,0,0,0,0,0
26185,1,1,1,0,0,0,0,0,0,0,0
26200,0,0,1,1,1,1,1,1,0,0,0
26217,0,1,1,0,0,1,1,0,0,0,0
26270,1,1,1,0,0,0,0,0,0,0,0
26322,0,0,1,0,0,0,0,0,0,0,0
26337,0,0,1,1,1,0,0,0,0,0,0
26358,0,0,1,1,1,0,0,0,0,0,0
26361,0,0,1,1,1,1,1,1,0,0,0
26404,1,1,1,1,1,0,0,0,0,0,0
26406,1,1,1,1,1,1,1,1,0,0,0
26409,1,1,1,0,0,0,0,0,0,0,0
26466,1,1,1,0,0,0,0,0,0,0,0
26559,0,0,1,1,1,0,0,0,0,0,0
26572,1,1,1,1,1,0,0,0,0,0,0
26608,1,1,1,1,1,1,1,1,0,0,0
26626,0,0,1,1,1,1,1,0,0,0,0
26650,1,1,1,1,1,1,1,1,0,0,0
26753,1,1,1,1,1,1,0,0,0,0,0
26766,0,1,1,1,1,0,0,0,0,0,0
26768,0,1,1,1,1,1,1,1,0,0,0
26822,0,0,1,1,1,1,1,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26837,1,1,1,1,1,0,0,0,0,0,0
26851,0,1,1,0,0,1,1,0,0,0,0
26875,0,1,1,1,1,1,1,1,0,0,0
26882,1,1,1,0,0,1,0,0,0,0,0
26888,0,1,1,0,0,0,0,0,0,0,0
26936,1,1,1,0,0,0,0,0,0,0,0
26962,0,1,1,0,0,0,0,1,0,0,0
27020,1,1,1,1,1,0,0,0,0,0,0
27036,1,1,1,1,1,0,0,0,0,0,0
27056,1,1,1,1,1,1,0,0,0,0,0
27097,1,1,1,1,1,0,0,0,0,0,0
27098,1,1,1,0,0,0,0,0,0,0,0
27105,0,0,1,0,0,0,0,0,0,0,0
27167,1,1,1,1,1,1,0,0,0,0,0
27208,0,0,1,1,1,1,1,1,0,0,0
27211,0,1,1,1,1,0,0,0,0,0,0
27271,0,1,1,1,1,1,0,0,0,0,0
27326,0,0,1,1,1,0,0,0,0,0,0
27468,0,1,1,0,0,0,0,0,0,0,0
27553,0,1,1,0,0,0,0,0,0,0,0
27575,1,1,1,1,1,1,1,1,0,0,0
27607,0,0,1,1,1,1,1,0,0,0,0
27611,0,1,1,1,1,1,0,0,0,0,0
27660,1,1,1,1,1,1,1,1,0,0,0
27664,0,1,1,1,1,1,1,1,0,0,0
27695,1,1,1,1,1,1,1,1,0,0,0
27747,1,1,1,0,0,0,0,0,0,0,0
27858,0,1,1,1,1,1,1,1,0,0,0
27883,1,1,1,1,1,1,1,1,0,0,0
27958,1,1,1,1,1,1,1,1,0,0,0
27961,1,1,1,1,1,1,1,1,0,0,0
27975,1,1,1,1,1,0,0,0,0,0,0
27985,1,1,1,1,1,1,0,0,0,0,0
27990,1,1,1,0,0,0,0,0,0,0,0
28066,0,0,1,0,0,1,1,1,0,0,0
28091,1,1,1,0,0,0,0,0,0,0,0
28096,1,1,1,1,1,1,1,1,0,0,0
28156,1,1,1,0,0,0,1,1,0,0,0
28183,0,1,1,1,1,1,0,0,0,0,0
28186,0,1,1,0,0,0,0,0,0,0,0
28194,0,1,1,1,1,1,1,1,0,0,0
28235,0,0,1,0,0,0,0,0,0,0,0
28312,0,0,1,1,1,1,1,0,0,0,0
28372,0,1,1,1,1,0,0,1,0,0,0
28379,1,1,1,1,1,1,1,1,0,0,0
28384,0,0,1,1,1,1,1,1,0,0,0
28397,1,1,1,1,1,0,0,1,0,0,0
28398,1,1,1,1,1,1,1,1,0,0,0
28405,1,1,1,1,1,1,1,1,0,0,0
28424,0,0,1,1,1,1,1,1,0,0,0
28425,0,1,1,1,1,0,0,1,0,0,0
28432,0,1,1,1,1,1,1,1,0,0,0
28439,0,1,1,1,1,1,1,1,0,0,0
28462,1,1,1,1,1,1,1,1,0,0,0
28475,1,1,1,0,0,1,1,1,0,0,0
28483,0,0,1,0,0,1,1,1,0,0,0
28484,0,1,1,0,0,1,0,1,0,0,0
28493,0,1,1,1,1,1,1,1,0,0,0
28498,0,0,1,1,1,1,1,1,0,0,0
28501,1,1,1,1,1,1,1,1,0,0,0
28511,0,1,1,1,1,1,1,1,0,0,0
28513,1,1,1,1,1,1,1,1,0,0,0
28521,0,0,1,1,1,1,1,1,0,0,0
28531,1,1,1,0,0,1,1,1,0,0,0
28532,0,0,1,1,1,1,1,1,0,0,0
28533,1,1,1,1,1,1,1,1,0,0,0
28536,0,1,1,1,1,1,1,1,0,0,0
28537,1,1,1,1,1,1,1,1,0,0,0
28544,0,0,1,1,1,1,1,1,0,0,0
28546,0,1,1,1,1,1,1,1,0,0,0
28546,0,1,1,1,1,1,1,1,0,0,0
28552,0,0,1,1,1,1,1,1,0,0,0
28555,0,1,1,1,1,1,1,1,0,0,0
28556,0,0,1,1,1,1,1,1,0,0,0
28563,1,1,1,1,1,1,1,1,0,0,0
28606,0,0,1,1,1,1,1,1,0,0,0
28608,1,1,1,0,0,1,1,1,0,0,0
28616,0,1,1,1,1,1,1,1,0,0,0
28620,1,1,1,0,0,0,0,1,0,0,0
28634,0,0,1,1,1,1,1,1,0,0,0
28635,0,0,1,1,1,1,1,1,0,0,0
28669,1,1,1,1,1,1,1,1,0,0,0
28683,1,1,1,1,1,1,1,1,0,0,0
28688,1,1,1,0,0,0,0,1,0,0,0
28694,1,1,1,1,1,1,1,1,0,0,0
28699,0,0,1,1,1,1,1,1,0,0,0
28704,0,1,1,1,1,1,1,1,0,0,0
28710,1,1,1,1,1,1,1,1,0,0,0
28711,1,1,1,1,1,1,1,1,0,0,0
28717,0,0,1,1,1,1,1,1,0,0,0
28766,0,0,1,0,0,1,1,1,0,0,0
28830,0,0,1,1,1,1,1,0,0,0,0
28837,0,0,1,1,1,0,1,1,0,0,0
28846,0,1,1,1,1,1,1,1,0,0,0
28847,0,1,1,1,1,1,1,1,0,0,0
28847,0,1,1,1,1,1,1,1,0,0,0
28847,0,1,1,1,1,1,1,1,0,0,0
28847,0,1,1,1,1,1,1,1,0,0,0
28848,0,0,1,0,0,1,1,1,0,0,0
28859,0,1,1,1,1,0,0,1,0,0,0
28860,0,1,1,1,1,1,1,1,0,0,0
28861,0,1,1,1,1,1,1,1,0,0,0
28888,1,1,1,0,0,1,1,1,0,0,0
28906,0,1,1,1,1,1,0,1,0,0,0
28907,0,1,1,1,1,0,0,1,0,0,0
28916,0,0,1,0,0,0,0,1,0,0,0
28937,1,1,1,1,1,1,1,1,0,0,0
28956,0,0,1,0,0,1,1,1,0,0,0
29006,0,1,1,1,1,1,0,1,0,0,0
29076,0,1,1,1,1,1,1,1,0,0,0
29077,0,0,1,1,1,1,1,1,0,0,0
29080,0,0,1,1,1,1,1,1,0,0,0
29114,0,0,1,1,1,1,1,1,0,0,0
29124,0,0,1,1,1,0,1,1,0,0,0
29131,1,1,1,1,1,0,0,0,0,0,0
29142,0,1,1,0,0,0,0,1,0,0,0
29156,1,1,1,1,1,1,1,1,0,0,0
29197,0,0,1,1,1,1,1,1,0,0,0
29199,0,0,1,1,1,1,1,1,0,0,0
29201,0,1,1,1,1,1,0,1,0,0,0
29263,0,1,1,1,1,1,1,1,0,0,0
29351,0,0,1,1,1,1,1,1,0,0,0
29369,1,1,1,1,1,1,1,1,0,0,0
29384,1,1,1,1,1,0,0,0,0,0,0
29437,1,1,1,1,1,1,1,0,0,0,0
29450,0,1,1,1,1,1,1,0,0,0,0
29459,1,1,1,1,1,1,1,1,0,0,0
29459,1,1,1,1,1,1,1,1,0,0,0
29459,1,1,1,1,1,1,1,1,0,0,0
29459,1,1,1,1,1,1,1,1,0,0,0
29568,0,1,1,1,1,0,1,0,0,0,0
29593,0,1,1,1,1,0,0,0,0,0,0
29630,0,0,1,1,1,0,0,0,0,0,0
29738,0,1,1,1,1,1,1,1,0,0,0
29750,0,0,1,1,1,1,0,0,0,0,0
29766,0,1,1,1,1,1,1,1,0,0,0
29811,1,1,1,1,1,0,0,0,0,0,0
29879,0,0,1,1,1,1,1,1,0,0,0
29985,1,1,1,1,1,1,1,0,0,0,0
30022,1,1,1,1,1,0,0,0,0,0,0
30206,1,1,1,1,1,1,1,0,0,0,0
30221,0,1,1,0,0,0,0,0,0,0,0
30260,0,0,1,1,1,1,1,1,0,0,0
30357,0,0,1,0,0,0,0,0,0,0,0
30595,1,1,1,0,0,0,0,0,0,0,0
30599,1,1,1,1,1,0,1,0,0,0,0
30675,0,1,1,1,1,1,1,0,0,0,0
30696,1,1,1,0,0,0,0,0,0,0,0
30762,1,1,1,1,1,1,1,0,0,0,0
30763,1,1,1,1,1,1,1,0,0,0,0
30764,1,1,1,1,1,1,1,0,0,0,0
30765,1,1,1,1,1,1,1,0,0,0,0
30787,0,0,1,1,1,1,1,0,0,0,0
30828,1,1,1,0,0,0,0,0,0,0,0
30868,0,1,1,0,0,0,0,0,0,0,0
30885,1,1,1,1,1,1,1,0,0,0,0
30945,0,1,1,1,1,0,0,0,0,0,0
30948,1,1,1,1,1,1,0,0,0,0,0
30961,0,0,1,1,1,1,1,0,0,0,0
30962,1,0,1,1,1,1,1,0,0,0,0
30980,0,0,1,1,1,1,1,0,0,0,0
30992,0,1,1,1,1,1,1,0,0,0,0
30994,1,1,1,1,1,1,1,0,0,0,0
30995,1,1,1,1,1,1,1,0,0,0,0
31000,1,1,1,0,0,1,1,0,0,0,0
31003,0,0,1,1,1,1,1,0,0,0,0
31005,1,1,1,1,1,1,1,0,0,0,0
31007,0,0,1,1,1,1,1,0,0,0,0
31008,0,0,1,1,1,1,1,0,0,0,0
31009,0,1,1,0,0,0,1,0,0,0,0
31010,1,1,1,1,1,1,1,0,0,0,0
31015,0,0,1,1,1,1,1,0,0,0,0
31017,0,1,1,1,1,1,1,0,0,0,0
31023,0,1,1,0,0,1,1,0,0,0,0
31024,0,1,1,1,1,1,1,0,0,0,0
31026,0,0,1,1,1,0,1,0,0,0,0
31032,0,1,1,1,1,1,1,0,0,0,0
31037,1,1,1,1,1,1,1,0,0,0,0
31043,0,0,1,0,0,1,1,0,0,0,0
31052,0,0,1,1,1,1,1,0,0,0,0
31063,0,0,1,1,1,1,1,0,0,0,0
31064,1,1,1,1,1,1,1,0,0,0,0
31066,1,1,1,1,1,1,1,0,0,0,0
31082,1,1,1,1,1,1,1,0,0,0,0
31083,1,1,1,1,1,1,1,0,0,0,0
31085,0,1,1,1,1,1,1,0,0,0,0
31086,0,1,1,1,1,1,1,0,0,0,0
31087,0,0,1,1,1,1,1,0,0,0,0
31088,0,0,1,0,0,1,1,0,0,0,0
31089,0,0,1,0,0,1,1,0,0,0,0
31090,0,1,1,1,1,1,1,0,0,0,0
31091,0,1,1,1,1,1,1,0,0,0,0
31106,0,1,1,1,1,1,1,0,0,0,0
31108,0,0,1,1,1,1,1,0,0,0,0
31109,0,1,1,1,1,1,1,0,0,0,0
31110,1,1,1,1,1,1,1,0,0,0,0
31111,0,0,1,1,1,1,1,0,0,0,0
31112,1,1,1,1,1,1,1,0,0,0,0
31114,0,0,1,1,1,1,1,0,0,0,0
31115,0,0,1,1,1,1,1,0,0,0,0
31124,1,1,1,1,1,1,1,0,0,0,0
31149,0,1,1,1,1,1,1,0,0,0,0
31150,0,0,1,1,1,1,1,0,0,0,0
31159,0,0,1,1,1,1,1,0,0,0,0
31162,0,1,1,1,1,1,1,0,0,0,0
31166,1,1,1,1,1,1,1,0,0,0,0
31168,0,1,1,1,1,1,0,0,0,0,0
31181,0,1,1,0,0,0,1,0,0,0,0
31188,1,1,1,1,1,1,1,0,0,0,0
31189,0,1,1,0,0,0,0,0,0,0,0
31198,0,0,1,1,1,1,1,0,0,0,0
31204,0,0,1,0,0,1,1,0,0,1,0
31208,0,1,1,1,1,0,1,0,0,0,0
31212,0,0,1,1,1,0,1,0,0,0,0
31219,0,1,1,1,1,0,1,0,0,0,0
31242,0,0,1,0,0,1,1,0,0,0,0
31244,0,0,1,1,1,1,1,0,0,0,0
31298,1,1,1,0,0,1,1,0,0,1,0
31309,0,1,1,1,1,0,0,0,0,0,0
31334,1,1,1,1,1,0,0,0,0,0,0
31344,0,1,1,0,0,1,1,0,0,0,0
31345,0,1,1,1,1,1,1,0,0,0,0
31349,0,1,1,1,1,1,1,0,0,0,0
31353,0,0,1,1,1,1,1,0,0,0,0
31370,1,1,1,0,0,0,0,0,0,0,0
31430,1,1,1,0,0,0,1,0,0,0,0
31455,1,0,1,1,1,1,1,0,0,0,0
31509,0,0,1,1,1,1,1,0,0,0,0
31528,0,0,1,1,1,0,1,0,0,0,0
31545,0,0,1,0,0,1,1,0,0,0,0
31576,0,0,1,1,1,1,1,0,0,0,0
31689,0,0,1,1,1,1,1,0,0,0,0
31692,0,1,1,0,0,1,1,0,0,0,0
31696,0,0,1,1,1,1,1,0,0,0,0
31736,1,1,1,0,0,0,0,0,0,0,0
31775,0,0,1,1,1,1,1,0,0,0,0
31815,1,1,1,0,0,0,0,0,0,0,0
31890,1,1,1,1,1,1,0,0,0,0,0
32183,0,0,1,1,1,1,0,0,0,0,0
32200,1,1,1,1,1,1,0,0,0,0,0
32201,0,0,1,0,0,0,0,0,0,0,0
32227,1,1,1,1,1,0,0,0,0,0,0
32265,0,0,1,1,1,0,0,0,0,0,0
32270,1,1,1,0,0,0,0,0,0,0,0
32441,1,1,1,1,1,1,0,0,0,0,0
32492,1,1,1,0,0,1,0,0,0,0,0
32637,1,1,1,1,1,1,1,0,0,0,0
32639,0,1,1,1,1,1,0,0,0,0,0
32758,1,1,1,1,1,0,0,0,0,0,0
32769,1,1,1,1,1,0,0,0,0,0,0
32791,0,0,1,1,1,1,0,0,0,0,0
32927,0,1,1,1,1,1,0,0,0,0,0
32960,0,0,1,1,1,1,0,0,0,0,0
32973,0,1,1,1,1,1,0,0,0,0,0
33187,0,1,1,1,1,1,1,0,0,0,0
33341,0,1,1,0,0,0,0,0,0,0,0
33344,1,1,1,1,1,1,0,0,0,0,0
33361,1,1,1,1,1,0,0,0,0,0,0
33411,1,1,1,1,1,1,0,0,0,0,0
33442,0,0,1,1,1,0,0,0,0,0,0
33443,0,1,1,0,0,1,0,0,0,0,0
33497,0,0,1,1,1,1,0,0,0,0,0
33544,0,0,1,1,1,0,0,0,0,0,0
33592,1,1,1,0,0,0,0,0,0,0,0
33633,0,1,1,0,0,0,0,0,0,0,0
33655,0,1,1,0,0,0,0,0,0,0,0
33664,0,1,1,0,0,0,0,0,0,0,0
33707,1,1,1,1,1,1,0,0,0,0,0
33721,0,0,1,1,1,1,0,0,0,0,0
33745,1,1,1,1,1,1,0,0,0,0,0
33784,0,0,1,1,1,1,0,0,0,0,0
33786,0,0,1,1,1,1,0,0,0,0,0
33789,0,0,1,1,1,0,0,0,0,0,0
33800,0,1,1,1,1,0,0,0,0,0,0
33810,1,1,1,1,1,0,0,0,0,0,0
33831,0,1,1,1,1,1,0,0,0,0,0
33835,1,1,1,1,1,1,0,0,0,0,0
33870,1,1,1,0,0,0,0,0,0,0,0
33872,0,1,1,1,1,0,0,0,0,0,0
33902,0,0,1,1,1,1,0,0,0,0,0
33906,1,1,1,1,1,1,0,0,0,0,0
33908,1,1,1,1,1,1,0,0,0,0,0
33909,0,0,1,0,0,0,0,0,0,0,0
33911,0,0,1,1,1,0,0,0,0,0,0
33915,0,1,1,1,1,0,0,0,0,0,0
33916,1,1,1,1,1,1,0,0,0,0,0
33917,1,1,1,1,1,1,0,0,0,0,0
33926,0,0,1,1,1,1,0,0,0,0,0
33930,0,0,1,0,0,1,0,0,0,0,0
33932,0,0,1,1,1,1,0,0,0,0,0
33933,0,0,1,1,1,1,0,0,0,0,0
33935,0,1,1,1,1,1,0,0,0,0,0
33936,1,1,1,1,1,1,0,0,0,0,0
33939,0,0,1,1,1,1,0,0,0,0,0
33940,0,0,1,1,1,1,0,0,0,0,0
33941,1,1,1,1,1,1,0,0,0,0,0
33942,0,0,1,1,1,1,0,0,0,0,0
33951,0,1,1,0,0,1,0,0,0,0,0
33953,0,1,1,1,1,1,0,0,0,0,0
33963,0,1,1,1,1,1,0,0,0,0,0
33968,0,1,1,1,1,1,0,0,0,0,0
33972,0,0,1,0,0,1,0,0,0,0,0
33973,0,0,1,1,1,1,0,0,0,0,0
33977,0,1,1,0,0,1,0,0,0,0,0
33979,1,1,1,1,1,1,0,0,0,0,0
33980,1,1,1,1,1,1,0,0,0,0,0
33982,0,0,1,1,1,1,0,0,0,0,0
33998,0,1,1,1,1,1,0,0,0,0,0
34001,1,1,1,1,1,1,0,0,0,0,0
34010,0,1,1,1,1,1,0,0,0,0,0
34019,0,0,1,1,1,1,0,0,0,0,0
34020,1,1,1,1,1,1,0,0,0,0,0
34021,0,1,1,1,1,1,0,0,0,0,0
34022,0,1,1,1,1,1,0,0,0,0,0
34058,0,0,1,1,1,1,0,0,0,0,0
34060,0,0,1,1,1,1,0,0,0,0,0
34062,1,1,1,1,1,1,0,0,0,0,0
34144,0,1,1,1,1,0,0,0,0,0,0
34150,0,0,1,1,1,1,0,0,0,0,0
34167,0,0,1,0,0,0,0,0,0,0,0
34199,0,0,1,1,1,1,0,0,0,0,0
34221,1,1,1,1,1,1,0,0,0,0,0
34222,1,1,1,1,1,1,0,0,0,0,0
34232,1,1,1,1,1,1,0,0,0,0,0
34239,1,1,1,1,1,0,0,0,0,0,0
34249,0,1,1,0,0,1,0,0,0,0,0
34253,0,1,1,1,1,1,0,0,0,0,0
34294,0,0,1,1,1,1,0,0,0,0,0
34306,0,1,1,0,0,1,0,0,0,0,0
34309,0,1,1,1,1,1,0,0,0,0,0
34311,1,1,1,1,1,1,0,0,0,0,0
34314,0,0,1,1,1,1,0,0,0,0,0
34323,0,0,1,1,1,1,0,0,0,0,0
34354,0,0,1,1,1,0,0,0,0,0,0
34421,0,1,1,0,0,0,0,0,0,0,0
34432,0,0,1,0,0,0,0,0,0,0,0
34453,0,0,1,0,0,0,0,0,0,0,0
34454,0,1,1,0,0,1,0,0,0,0,0
34492,0,1,1,0,0,1,0,0,0,0,0
34518,0,1,1,0,0,1,0,0,0,0,0
34528,0,0,1,0,0,1,0,0,0,0,0
34539,0,1,1,1,1,1,0,0,0,0,0
34545,1,1,1,1,1,1,0,0,0,0,0
34568,1,1,1,0,0,0,0,0,0,0,0
34633,0,1,1,1,1,1,0,1,1,1,1
34720,0,0,1,1,1,0,0,0,0,0,0
34732,0,1,1,1,1,0,0,0,0,0,0
34734,0,0,1,1,1,1,0,0,0,0,0
34753,0,0,1,1,1,1,0,0,0,0,0
34758,0,0,1,0,0,1,0,0,0,0,0
34848,0,0,1,0,0,0,0,0,0,0,0
34914,0,0,1,0,0,0,0,0,0,0,0
35031,1,1,1,0,0,0,0,0,0,0,0
35094,1,1,1,1,1,0,0,0,0,0,0
35129,1,1,1,1,1,0,0,0,0,0,0
35136,1,1,1,1,1,1,0,0,0,0,0
35160,1,1,1,0,0,0,0,0,0,0,0
35209,0,1,1,0,0,0,0,0,0,0,0
35240,1,1,1,0,0,0,0,0,0,0,0
35278,1,1,1,1,1,0,0,0,0,0,0
35279,0,1,1,0,0,0,0,0,0,0,0
35305,1,1,1,1,1,0,0,0,0,0,0
35406,1,1,1,1,1,0,0,0,0,0,0
35429,0,0,1,1,1,0,0,0,0,0,0
35440,1,1,1,0,0,0,0,0,0,0,0
35518,0,0,1,1,1,0,0,0,0,0,0
35536,0,0,1,1,1,0,0,0,0,0,0
35563,1,1,1,1,1,0,0,0,0,0,0
35639,0,1,1,0,0,0,0,0,0,0,0
35662,0,0,1,1,1,0,0,0,0,0,0
35664,1,1,1,1,1,0,0,0,0,0,0
35678,0,1,1,1,1,0,0,0,0,0,0
35742,1,1,1,0,0,0,0,0,0,0,0
