client_number,tickets_25_26,tickets_24_25,tickets_23_24,tickets_22_23,tickets_21_22,tickets_19_20,tickets_18_19,tickets_17_18,tickets_16_17,tickets_15_16,tickets_14_15
13169,0,0,0,0,0,0,1,1,1,1,1
13253,0,0,0,0,0,0,1,1,1,1,1
13260,0,0,0,0,0,0,1,1,1,0,1
13282,0,1,0,0,0,0,1,1,1,1,1
13282,0,1,0,0,0,0,1,1,1,1,1
13282,0,1,0,0,0,0,1,1,1,1,1
13478,0,0,0,0,0,0,1,1,1,1,1
13567,0,0,0,0,0,0,1,1,1,1,1
13581,0,0,0,0,0,0,1,1,1,1,1
13588,0,0,0,0,0,0,1,1,1,1,1
13616,0,0,0,0,0,0,1,1,1,1,1
13617,0,0,0,0,0,0,1,1,1,1,1
13673,0,0,0,0,0,0,1,1,1,1,1
13679,0,0,0,0,0,0,1,1,1,1,1
13680,0,0,0,0,0,0,1,1,1,1,1
13710,0,0,0,0,0,0,1,1,1,1,1
13730,0,0,0,0,0,0,1,1,1,1,1
13748,0,0,0,0,0,0,1,1,1,1,1
13772,0,0,0,0,0,0,1,1,1,1,1
13789,0,0,0,0,0,0,1,1,1,1,1
13802,0,0,0,0,0,0,1,1,1,1,1
13803,0,0,0,0,0,0,1,1,1,1,1
13804,1,1,0,0,0,0,1,1,1,1,1
13844,0,0,0,0,0,0,1,1,1,1,1
13864,0,0,0,0,0,0,1,1,1,1,1
13884,0,0,0,0,0,0,1,1,1,1,1
13895,0,0,0,0,0,0,1,1,1,1,1
13902,0,0,0,0,0,0,1,1,1,0,1
13903,0,0,0,0,0,0,1,1,0,1,1
13908,0,0,0,0,0,0,1,1,1,1,1
13914,0,0,0,0,0,0,1,1,1,1,1
13967,0,0,0,0,0,0,1,1,1,1,1
13970,0,0,0,0,0,0,1,1,1,1,1
13986,0,0,0,0,0,0,1,1,1,1,1
13996,0,0,0,0,0,0,1,1,1,1,1
13998,0,0,0,0,0,0,1,1,1,0,0
14014,0,0,0,0,0,0,1,1,1,1,1
14015,0,0,0,0,0,0,1,1,1,1,1
14016,0,0,0,0,0,0,1,1,1,1,1
14017,0,0,0,0,0,0,1,1,1,1,1
14080,0,0,0,0,0,0,1,0,0,0,1
14094,0,0,0,0,0,0,1,1,1,1,1
14127,0,0,0,0,0,0,1,1,1,1,1
14175,0,0,0,0,0,0,1,1,1,1,1
14176,0,0,0,0,0,0,1,1,1,1,1
14203,0,0,0,0,0,0,1,1,1,1,1
14208,0,0,0,0,0,0,1,1,1,1,1
14210,0,0,0,0,0,0,1,1,1,1,1
14227,0,0,0,0,0,0,1,0,0,0,1
14233,0,0,0,0,0,0,1,1,1,1,1
14281,0,0,0,0,0,0,1,0,1,1,1
14340,0,0,0,0,0,0,1,0,0,1,1
14343,0,0,0,0,0,0,1,1,1,1,1
14358,0,0,0,0,0,0,1,1,1,1,1
14405,0,0,0,0,0,0,1,1,1,1,1
14419,0,0,0,0,0,0,1,0,0,0,1
14426,0,0,0,0,0,0,1,1,1,1,1
14431,0,0,0,0,0,0,1,1,1,1,1
14435,1,1,0,0,0,0,1,1,1,1,1
14442,0,0,0,0,0,0,1,1,1,1,1
14467,0,0,0,0,0,0,1,1,1,1,1
14476,0,0,0,0,0,0,1,1,1,1,1
14477,0,0,0,0,0,0,1,1,1,1,1
14479,0,0,0,0,0,0,1,1,1,1,1
14500,0,0,0,0,0,0,1,1,1,1,1
14545,0,0,0,0,0,0,1,1,1,1,1
14579,0,0,0,0,0,0,1,1,1,1,1
14580,0,0,0,0,0,0,1,1,1,1,1
14595,0,0,0,0,0,0,1,1,1,1,1
14602,0,0,0,0,0,0,1,0,0,1,1
14603,0,0,0,0,0,0,1,0,0,1,1
14613,0,0,0,0,0,0,1,0,0,0,0
14631,0,0,0,0,0,0,1,1,1,1,1
14633,0,0,0,0,0,0,1,1,1,1,1
14641,0,0,0,0,0,0,1,1,1,1,1
14645,0,0,0,0,0,0,1,1,1,1,1
14694,0,0,0,0,0,0,1,0,0,0,1
14739,0,0,0,0,0,0,1,1,0,1,1
14767,0,0,0,0,0,0,1,1,1,1,1
14847,0,1,0,0,0,0,1,1,1,1,1
14884,0,0,0,0,0,0,1,1,1,1,1
14885,0,0,0,0,0,0,1,1,1,1,1
14896,0,0,0,0,0,0,1,1,1,1,1
14897,0,0,0,0,0,0,1,1,1,1,1
14911,0,0,0,0,0,0,1,1,1,1,0
14914,0,0,0,0,0,0,1,1,1,1,0
14915,0,0,0,0,0,0,1,1,1,1,0
14918,0,0,0,0,0,0,1,1,1,1,0
14933,0,0,0,0,0,0,1,1,1,1,0
14934,0,0,0,0,0,0,1,1,1,1,0
14935,0,0,0,0,0,0,1,1,1,1,0
14967,0,0,0,0,0,0,1,1,1,1,0
15010,0,0,0,0,0,0,1,1,0,1,0
15016,0,0,0,0,0,0,1,1,1,1,0
15017,0,0,0,0,0,0,1,1,1,1,0
15028,0,0,0,0,0,0,1,0,0,0,0
15030,0,0,0,0,0,0,1,1,1,1,0
15050,0,0,0,0,0,0,1,1,1,1,0
15054,0,0,0,0,0,0,1,1,1,1,0
15055,0,0,0,0,0,0,1,1,1,1,0
15056,0,0,0,0,0,0,1,1,1,1,0
15071,0,0,0,0,0,0,1,1,1,1,0
15080,0,0,0,0,0,0,1,1,1,1,0
15087,0,0,0,0,0,0,1,1,1,1,0
15107,0,0,0,0,0,0,1,1,0,0,0
15162,0,1,0,0,0,0,1,1,1,1,0
15209,0,0,0,0,0,0,1,1,1,1,0
15235,0,0,0,0,0,0,1,0,0,0,0
15256,0,0,0,0,0,0,1,1,1,1,0
15413,0,0,0,0,0,0,1,1,0,0,0
15435,1,1,0,0,0,0,1,1,1,0,0
15465,0,0,0,0,0,0,1,1,1,0,0
15466,0,0,0,0,0,0,1,1,1,1,0
15499,0,0,0,0,0,0,1,0,0,0,0
15539,1,1,0,0,0,0,1,1,1,1,0
15630,0,0,0,0,0,0,1,1,1,1,0
15637,0,0,0,0,0,0,1,1,1,1,0
15882,0,0,0,0,0,0,1,1,0,0,0
15953,0,0,0,0,0,0,1,1,1,0,0
16010,0,0,0,0,0,0,1,1,1,0,0
16031,0,0,0,0,0,0,1,1,1,0,0
16092,0,0,0,0,0,0,1,1,1,1,0
16094,0,0,0,0,0,0,1,1,1,1,0
16107,0,0,0,0,0,0,1,1,1,1,0
16110,0,0,0,0,0,0,1,1,1,1,0
16122,0,0,0,0,0,0,1,1,1,1,0
16137,0,0,0,0,0,0,1,1,1,1,0
16152,0,0,0,0,0,0,1,0,1,1,0
16156,0,0,0,0,0,0,1,0,0,1,0
16164,0,0,0,0,0,0,1,1,1,1,0
16171,0,0,0,0,0,0,1,1,1,1,0
16180,0,0,0,0,0,0,1,1,1,1,0
16181,0,0,0,0,0,0,1,1,1,1,0
16262,0,0,0,0,0,0,1,1,1,1,0
16288,0,0,0,0,0,0,1,1,1,1,0
16291,0,0,0,0,0,0,1,1,1,1,0
16302,0,0,0,0,0,0,1,1,1,1,0
16307,0,0,0,0,0,0,1,1,1,1,0
16324,0,0,0,0,0,0,1,1,1,1,0
16329,0,0,0,0,0,0,1,1,1,1,0
16333,0,0,0,0,0,0,1,1,1,1,0
16346,0,0,0,0,0,0,1,1,1,1,0
16349,0,0,0,0,0,0,1,1,1,1,0
16351,0,0,0,0,0,0,1,1,1,1,0
16352,0,0,0,0,0,0,1,1,1,1,0
16353,0,0,0,0,0,0,1,1,1,1,0
16372,0,0,0,0,0,0,1,0,0,1,0
16382,0,0,0,0,0,0,1,1,1,1,0
16433,0,0,0,0,0,0,1,1,1,1,0
16459,0,0,0,0,0,0,1,1,1,1,0
16467,0,0,0,0,0,0,1,1,1,1,0
16470,0,0,0,0,0,0,1,1,1,1,0
16511,0,0,0,0,0,0,1,1,1,1,0
16513,0,0,0,0,0,0,1,1,1,1,0
16519,0,0,0,0,0,0,1,1,1,1,0
16526,0,0,0,0,0,0,1,1,1,1,0
16552,0,0,0,0,0,0,1,1,1,1,0
16559,0,0,0,0,0,0,1,1,1,1,0
16566,0,0,0,0,0,0,1,1,1,1,0
16572,0,0,0,0,0,0,1,1,1,1,0
16581,0,0,0,0,0,0,1,1,1,1,0
16582,0,0,0,0,0,0,1,1,1,1,0
16588,0,0,0,0,0,0,1,1,1,1,0
16589,0,0,0,0,0,0,1,1,1,1,0
16594,0,0,0,0,0,0,1,1,1,1,0
16609,0,0,0,0,0,0,1,1,0,1,0
16616,0,0,0,0,0,0,1,1,1,1,0
16617,0,0,0,0,0,0,1,1,1,1,0
16623,0,0,0,0,0,0,1,1,1,1,0
16630,0,0,0,0,0,0,1,0,1,1,0
16631,0,0,0,0,0,0,1,1,1,1,0
16650,0,0,0,0,0,0,1,1,1,1,0
16678,0,0,0,0,0,0,1,1,1,1,0
16683,0,0,0,0,0,0,1,1,1,1,0
16714,0,0,0,0,0,0,1,1,1,1,0
16726,0,0,0,0,0,0,1,1,1,1,0
16727,0,0,0,0,0,0,1,1,1,1,0
16728,0,0,0,0,0,0,1,1,1,1,0
16749,1,1,0,0,0,0,1,1,1,1,0
16762,0,0,0,0,0,0,1,1,0,1,0
16785,1,0,0,0,0,0,1,1,1,1,0
16794,0,0,0,0,0,0,1,1,1,1,0
16796,0,0,0,0,0,0,1,1,1,1,0
16797,0,0,0,0,0,0,1,1,1,1,0
16804,1,0,0,0,0,0,1,1,1,1,0
16822,0,0,0,0,0,0,1,0,0,1,0
16830,0,0,0,0,0,0,1,1,1,1,0
16846,0,0,0,0,0,0,1,1,0,1,0
16847,0,0,0,0,0,0,1,1,1,1,0
16884,0,0,0,0,0,0,1,1,1,1,0
16893,0,0,0,0,0,0,1,1,1,0,0
16895,0,0,0,0,0,0,1,1,0,1,0
16921,0,0,0,0,0,0,1,1,1,1,0
16930,0,0,0,0,0,0,1,1,1,1,0
16944,0,0,0,0,0,0,1,1,1,1,0
16947,0,0,0,0,0,0,1,1,1,1,0
16949,0,0,0,0,0,0,1,0,0,0,0
16987,0,0,0,0,0,0,1,0,1,0,0
16992,0,0,0,0,0,0,1,1,1,1,0
17000,0,0,0,0,0,0,1,1,0,1,0
17009,0,0,0,0,0,0,1,0,0,1,0
17039,0,0,0,0,0,0,1,1,1,0,0
17044,0,0,0,0,0,0,1,0,0,0,0
17070,0,0,0,0,0,0,1,1,0,1,0
17090,0,0,0,0,0,0,1,1,1,1,0
17145,0,0,0,0,0,0,1,1,1,1,0
17168,0,0,0,0,0,0,1,1,1,0,0
17181,0,0,0,0,0,0,1,1,1,1,0
17187,0,0,0,0,0,0,1,0,0,0,0
17204,0,0,0,0,0,0,1,1,1,1,0
17219,0,0,0,0,0,0,1,0,0,1,0
17289,0,0,0,0,0,0,1,1,1,1,0
17319,0,0,0,0,0,0,1,1,1,1,0
17326,0,0,0,0,0,0,1,1,1,1,0
17330,0,0,0,0,0,0,1,1,1,1,0
17345,0,0,0,0,0,0,1,1,1,1,0
17360,0,0,0,0,0,0,1,1,1,1,0
17361,0,0,0,0,0,0,1,1,1,1,0
17372,0,0,0,0,0,0,1,1,0,1,0
17374,0,0,0,0,0,0,1,1,1,1,0
17385,0,0,0,0,0,0,1,1,1,1,0
17399,0,0,0,0,0,0,1,1,1,1,0
17405,0,0,0,0,0,0,1,0,1,1,0
17432,0,0,0,0,0,0,1,1,1,1,0
17444,0,0,0,0,0,0,1,0,0,1,0
17446,0,0,0,0,0,0,1,0,1,1,0
17447,0,0,0,0,0,0,1,1,1,1,0
17456,0,0,0,0,0,0,1,0,0,1,0
17472,0,0,0,0,0,0,1,1,0,1,0
17496,0,0,0,0,0,0,1,1,1,1,0
17501,0,0,0,0,0,0,1,1,1,1,0
17504,0,0,0,0,0,0,1,1,1,1,0
17507,0,0,0,0,0,0,1,1,1,1,0
17524,0,0,0,0,0,0,1,1,1,1,0
17549,0,0,0,0,0,0,1,0,0,1,0
17571,0,0,0,0,0,0,1,1,1,1,0
17583,0,0,0,0,0,0,1,1,1,1,0
17591,0,0,0,0,0,0,1,0,0,1,0
17597,0,0,0,0,0,0,1,1,1,1,0
17607,0,0,0,0,0,0,1,1,1,1,0
17615,0,0,0,0,0,0,1,1,1,1,0
17621,0,0,0,0,0,0,1,1,1,1,0
17622,0,0,0,0,0,0,1,1,1,1,0
17623,0,0,0,0,0,0,1,1,1,1,0
17624,0,0,0,0,0,0,1,1,1,1,0
17628,0,0,0,0,0,0,1,1,1,1,0
17641,0,0,0,0,0,0,1,1,1,1,0
17643,0,0,0,0,0,0,1,1,1,1,0
17647,0,0,0,0,0,0,1,1,1,1,0
17651,0,0,0,0,0,0,1,1,1,1,0
17677,0,0,0,0,0,0,1,1,1,1,0
17681,0,1,0,0,0,0,1,1,1,1,0
17682,0,0,0,0,0,0,1,1,1,1,0
17684,0,0,0,0,0,0,1,0,0,1,0
17689,0,0,0,0,0,0,1,1,1,1,0
17699,0,0,0,0,0,0,1,1,0,1,0
17709,0,0,0,0,0,0,1,1,1,1,0
17717,0,0,0,0,0,0,1,1,1,1,0
17726,0,0,0,0,0,0,1,1,1,1,0
17748,0,0,0,0,0,0,1,1,1,1,0
17752,0,0,0,0,0,0,1,1,1,1,0
17782,0,1,0,0,0,0,1,1,1,1,0
17787,0,0,0,0,0,0,1,1,0,1,0
17794,0,0,0,0,0,0,1,1,1,1,0
17813,0,0,0,0,0,0,1,1,1,1,0
17841,0,0,0,0,0,0,1,1,1,1,0
17852,0,0,0,0,0,0,1,1,0,1,0
17861,0,0,0,0,0,0,1,1,1,1,0
17865,0,0,0,0,0,0,1,1,1,1,0
17885,0,0,0,0,0,0,1,1,1,1,0
17892,0,0,0,0,0,0,1,1,1,1,0
17908,0,0,0,0,0,0,1,1,1,1,0
17909,0,0,0,0,0,0,1,1,1,1,0
17910,0,0,0,0,0,0,1,1,1,1,0
17917,0,0,0,0,0,0,1,1,0,1,0
17918,0,0,0,0,0,0,1,1,1,1,0
17919,0,0,0,0,0,0,1,1,1,1,0
17921,0,0,0,0,0,0,1,1,1,1,0
17922,0,0,0,0,0,0,1,1,1,1,0
17923,0,0,0,0,0,0,1,1,1,1,0
17925,0,0,0,0,0,0,1,1,0,1,0
17936,0,0,0,0,0,0,1,1,1,1,0
17946,0,0,0,0,0,0,1,1,0,1,0
17947,0,0,0,0,0,0,1,0,0,1,0
17949,0,0,0,0,0,0,1,1,1,1,0
17952,0,0,0,0,0,0,1,1,0,1,0
17968,0,0,0,0,0,0,1,1,1,1,0
17969,0,0,0,0,0,0,1,1,0,1,0
18024,0,0,0,0,0,0,1,1,1,1,0
18095,0,0,0,0,0,0,1,1,0,0,0
18107,0,0,0,0,0,0,1,1,1,1,0
18108,0,0,0,0,0,0,1,0,1,1,0
18126,0,0,0,0,0,0,1,1,1,1,0
18134,0,0,0,0,0,0,1,1,0,0,0
18149,0,0,0,0,0,0,1,0,0,1,0
18208,0,0,0,0,0,0,1,1,1,1,0
18228,0,0,0,0,0,0,1,1,1,1,0
18238,0,0,0,0,0,0,1,0,0,0,0
18284,0,0,0,0,0,0,1,0,0,0,0
18395,0,0,0,0,0,0,1,1,1,0,0
18487,0,0,0,0,0,0,1,0,0,0,0
18522,0,0,0,0,0,0,1,1,1,1,1
18527,0,0,0,0,0,0,1,1,1,1,0
18658,0,0,0,0,0,0,1,1,0,0,0
18755,1,1,0,0,0,0,1,1,1,0,0
18766,0,0,0,0,0,0,1,0,1,0,0
18773,0,0,0,0,0,0,1,0,0,0,0
18865,0,0,0,0,0,0,1,1,1,1,0
18918,0,0,0,0,0,0,1,1,1,1,0
18928,0,0,0,0,0,0,1,1,1,0,0
19059,0,0,0,0,0,0,1,0,0,0,0
19155,0,0,0,0,0,0,1,1,1,0,0
19186,0,0,0,0,0,0,1,0,0,0,0
19223,0,0,0,0,0,0,1,0,0,0,0
19322,0,0,0,0,0,0,1,1,0,0,0
19459,0,0,0,0,0,0,1,1,1,0,0
19539,0,0,0,0,0,0,1,1,1,0,0
19559,0,0,0,0,0,0,1,1,1,0,0
19620,0,0,0,0,0,0,1,1,0,1,0
19622,0,0,0,0,0,0,1,1,0,1,0
19653,0,0,0,0,0,0,1,1,0,0,0
19839,0,0,0,0,0,0,1,1,1,1,0
19850,0,0,0,0,0,0,1,0,1,1,0
19926,0,0,0,0,0,0,1,1,1,0,0
19958,0,0,0,0,0,0,1,0,0,1,0
19975,0,0,0,0,0,0,1,1,1,0,0
19992,0,0,0,0,0,0,1,1,1,0,0
20083,0,0,0,0,0,0,1,0,0,0,0
20359,0,0,0,0,0,0,1,1,1,0,0
20367,0,0,0,0,0,0,1,1,0,1,0
20421,0,0,0,0,0,0,1,1,1,1,0
20429,0,0,0,0,0,0,1,1,1,0,0
20467,0,0,0,0,0,0,1,1,1,0,0
20488,0,0,0,0,0,0,1,1,1,1,0
20525,0,0,0,0,0,0,1,0,1,1,0
20623,0,0,0,0,0,0,1,0,0,0,0
20909,0,0,0,0,0,0,1,0,0,0,0
20943,0,0,0,0,0,0,1,1,0,0,0
20980,0,0,0,0,0,0,1,0,0,0,0
21031,0,0,0,0,0,0,1,1,1,0,0
21325,0,0,0,0,0,0,1,1,0,0,0
21336,0,0,0,0,0,0,1,0,0,0,0
21494,0,0,0,0,0,0,1,1,1,0,0
21715,0,0,0,0,0,0,1,1,0,0,0
21757,0,0,0,0,0,0,1,0,1,0,0
21817,0,0,0,0,0,0,1,1,1,0,0
21940,0,0,0,0,0,0,1,1,1,0,0
22013,0,0,0,0,0,0,1,1,1,0,0
22087,0,0,0,0,0,0,1,1,1,0,0
22106,0,0,0,0,0,0,1,0,0,0,0
22224,0,0,0,0,0,0,1,1,0,0,0
22626,0,0,0,0,0,0,1,1,0,0,0
22717,0,0,0,0,0,0,1,1,0,0,0
22744,0,0,0,0,0,0,1,1,1,0,0
22785,0,0,0,0,0,0,1,0,0,0,0
22810,0,0,0,0,0,0,1,1,1,0,0
22851,0,0,0,0,0,0,1,1,1,0,0
22859,0,0,0,0,0,0,1,1,0,0,0
22865,0,0,0,0,0,0,1,1,1,0,0
22905,0,0,0,0,0,0,1,1,1,0,0
22906,0,0,0,0,0,0,1,1,1,0,0
22921,0,0,0,0,0,0,1,1,1,0,0
22924,0,0,0,0,0,0,1,1,1,0,0
22925,0,0,0,0,0,0,1,1,1,0,0
22938,0,0,0,0,0,0,1,1,1,0,0
22949,0,0,0,0,0,0,1,1,1,0,0
22968,1,0,0,0,0,0,1,1,1,0,0
22984,0,0,0,0,0,0,1,1,1,0,0
23000,0,0,0,0,0,0,1,1,1,0,0
23001,0,0,0,0,0,0,1,1,1,0,0
23015,0,0,0,0,0,0,1,1,1,0,0
23021,0,0,0,0,0,0,1,1,1,0,0
23026,0,0,0,0,0,0,1,1,1,0,0
23058,0,0,0,0,0,0,1,1,1,0,0
23079,0,0,0,0,0,0,1,1,1,0,0
23122,0,0,0,0,0,0,1,1,1,0,0
23142,0,0,0,0,0,0,1,1,1,0,0
23164,0,0,0,0,0,0,1,1,1,0,0
23167,0,0,0,0,0,0,1,1,1,0,0
23169,0,0,0,0,0,0,1,1,1,0,0
23171,0,0,0,0,0,0,1,1,1,0,0
23177,0,0,0,0,0,0,1,1,1,0,0
23186,0,0,0,0,0,0,1,1,1,0,0
23217,0,0,0,0,0,0,1,1,1,0,0
23219,0,0,0,0,0,0,1,1,1,0,0
23262,0,0,0,0,0,0,1,1,1,0,0
23263,0,0,0,0,0,0,1,1,1,0,0
23289,0,0,0,0,0,0,1,1,1,0,0
23322,0,0,0,0,0,0,1,1,1,0,0
23356,0,0,0,0,0,0,1,0,0,0,0
23359,0,0,0,0,0,0,1,1,1,0,0
23360,0,0,0,0,0,0,1,1,1,0,0
23410,0,0,0,0,0,0,1,1,1,0,0
23411,0,0,0,0,0,0,1,1,1,0,0
23431,0,0,0,0,0,0,1,1,1,0,0
23450,0,0,0,0,0,0,1,1,0,0,0
23492,0,0,0,0,0,0,1,1,1,0,0
23493,0,0,0,0,0,0,1,1,1,0,0
23494,0,0,0,0,0,0,1,1,1,0,0
23534,0,0,0,0,0,0,1,1,1,0,0
23539,0,0,0,0,0,0,1,1,1,0,0
23540,0,0,0,0,0,0,1,1,1,0,0
23543,0,0,0,0,0,0,1,0,1,0,0
23545,0,0,0,0,0,0,1,1,1,0,0
23550,0,0,0,0,0,0,1,1,1,0,0
23553,0,0,0,0,0,0,1,1,1,0,0
23583,0,0,0,0,0,0,1,1,1,0,0
23598,0,0,0,0,0,0,1,1,1,0,0
23599,0,0,0,0,0,0,1,1,1,0,0
23603,0,0,0,0,0,0,1,1,1,0,0
23618,0,0,0,0,0,0,1,1,1,0,0
23624,0,0,0,0,0,0,1,1,1,0,0
23626,0,0,0,0,0,0,1,1,1,0,0
23627,0,0,0,0,0,0,1,1,1,0,0
23633,0,0,0,0,0,0,1,1,1,0,0
23634,0,0,0,0,0,0,1,1,1,0,0
23641,0,0,0,0,0,0,1,1,1,0,0
23662,0,0,0,0,0,0,1,0,1,0,0
23711,0,0,0,0,0,0,1,1,1,0,0
23732,0,0,0,0,0,0,1,1,1,0,0
23733,0,0,0,0,0,0,1,1,1,0,0
23738,0,0,0,0,0,0,1,1,1,0,0
23740,0,0,0,0,0,0,1,0,1,0,0
23745,0,0,0,0,0,0,1,1,1,0,0
23746,0,0,0,0,0,0,1,1,1,0,0
23754,0,0,0,0,0,0,1,0,1,0,0
23760,0,0,0,0,0,0,1,1,1,0,0
23762,0,0,0,0,0,0,1,0,1,0,0
23784,0,0,0,0,0,0,1,1,0,0,0
23846,0,0,0,0,0,0,1,1,1,0,0
23857,0,0,0,0,0,0,1,1,1,0,0
23862,0,0,0,0,0,0,1,1,1,0,0
23932,0,0,0,0,0,0,1,1,1,0,0
23983,0,0,0,0,0,0,1,1,1,0,0
24036,0,0,0,0,0,0,1,1,1,0,0
24037,0,0,0,0,0,0,1,1,1,0,0
24104,0,0,0,0,0,0,1,1,1,0,0
24134,0,0,0,0,0,0,1,1,1,0,0
24277,0,0,0,0,0,0,1,0,0,0,0
24288,0,0,0,0,0,0,1,1,1,0,0
24298,0,0,0,0,0,0,1,1,1,0,0
24319,0,0,0,0,0,0,1,1,0,0,0
24366,0,0,0,0,0,0,1,0,1,0,0
24402,0,0,0,0,0,0,1,0,0,0,0
24483,0,0,0,0,0,0,1,0,1,0,0
24516,0,0,0,0,0,0,1,1,0,0,0
24572,0,0,0,0,0,0,1,1,1,0,0
24807,0,0,0,0,0,0,1,0,0,0,0
25166,0,0,0,0,0,0,1,1,0,0,0
25247,0,0,0,0,0,0,1,0,0,0,0
25320,0,0,0,0,0,0,1,1,0,0,0
25413,0,0,0,0,0,0,1,0,0,0,0
25508,0,0,0,0,0,0,1,1,0,0,0
25530,0,0,0,0,0,0,1,0,0,0,0
25720,0,0,0,0,0,0,1,1,0,0,0
25840,0,0,0,0,0,0,1,0,1,0,0
25963,0,0,0,0,0,0,1,1,0,0,0
26085,0,0,0,0,0,0,1,1,0,0,0
26224,0,0,0,0,0,0,1,1,0,0,0
26644,0,0,0,0,0,0,1,1,0,0,0
26694,0,0,0,0,0,0,1,1,0,0,0
26726,0,0,0,0,0,0,1,1,0,0,0
26843,0,0,0,0,0,0,1,0,0,0,0
26959,0,0,0,0,0,0,1,1,0,0,0
27480,0,0,0,0,0,0,1,1,0,0,0
27661,0,0,0,0,0,0,1,1,0,0,0
27670,0,0,0,0,0,0,1,1,0,0,0
27671,0,0,0,0,0,0,1,0,0,0,0
27708,0,0,0,0,0,0,1,1,0,0,0
27717,0,0,0,0,0,0,1,1,0,0,0
27860,0,0,0,0,0,0,1,1,0,0,0
27881,0,0,0,0,0,0,1,1,0,0,0
27982,0,0,0,0,0,0,1,1,0,0,0
28182,0,0,0,0,0,0,1,1,0,0,0
28221,0,0,0,0,0,0,1,0,0,0,0
28238,0,0,0,0,0,0,1,0,0,0,0
28270,0,0,0,0,0,0,1,1,0,0,0
28376,0,0,0,0,0,0,1,1,0,0,0
28377,0,0,0,0,0,0,1,1,0,0,0
28383,0,0,0,0,0,0,1,1,0,0,0
28396,0,0,0,0,0,0,1,1,0,0,0
28418,0,0,0,0,0,0,1,1,0,0,0
28426,1,1,0,0,0,0,1,1,0,0,0
28428,1,1,0,0,0,0,1,1,0,0,0
28431,0,0,0,0,0,0,1,1,0,0,0
28433,0,0,0,0,0,0,1,1,0,0,0
28453,0,0,0,0,0,0,1,1,0,0,0
28458,0,0,0,0,0,0,1,1,0,0,0
28468,0,0,0,0,0,0,1,1,0,0,0
28470,0,0,0,0,0,0,1,1,0,0,0
28482,0,0,0,0,0,0,1,1,0,0,0
28486,0,0,0,0,0,0,1,1,0,0,0
28490,0,0,0,0,0,0,1,1,0,0,0
28491,0,0,0,0,0,0,1,1,0,0,0
28496,0,1,0,0,0,0,1,1,0,0,0
28509,0,0,0,0,0,0,1,1,0,0,0
28515,0,0,0,0,0,0,1,1,0,0,0
28517,0,0,0,0,0,0,1,1,0,0,0
28518,0,0,0,0,0,0,1,1,0,0,0
28548,0,0,0,0,0,0,1,1,0,0,0
28564,0,0,0,0,0,0,1,1,0,0,0
28578,0,0,0,0,0,0,1,1,0,0,0
28586,0,0,0,0,0,0,1,1,0,0,0
28591,0,0,0,0,0,0,1,1,0,0,0
28600,0,0,0,0,0,0,1,1,0,0,0
28610,0,0,0,0,0,0,1,1,0,0,0
28615,0,0,0,0,0,0,1,1,0,0,0
28622,0,0,0,0,0,0,1,1,0,0,0
28625,0,0,0,0,0,0,1,1,0,0,0
28626,0,0,0,0,0,0,1,1,0,0,0
28641,0,0,0,0,0,0,1,1,0,0,0
28642,0,0,0,0,0,0,1,1,0,0,0
28643,0,0,0,0,0,0,1,1,0,0,0
28663,0,0,0,0,0,0,1,1,0,0,0
28667,0,0,0,0,0,0,1,1,0,0,0
28668,0,0,0,0,0,0,1,1,0,0,0
28672,0,0,0,0,0,0,1,1,0,0,0
28684,0,0,0,0,0,0,1,1,0,0,0
28685,0,0,0,0,0,0,1,1,0,0,0
28698,0,0,0,0,0,0,1,1,0,0,0
28700,0,0,0,0,0,0,1,1,0,0,0
28702,0,0,0,0,0,0,1,1,0,0,0
28707,0,0,0,0,0,0,1,1,0,0,0
28720,0,0,0,0,0,0,1,1,0,0,0
28733,0,0,0,0,0,0,1,1,0,0,0
28748,0,0,0,0,0,0,1,1,0,0,0
28751,0,0,0,0,0,0,1,1,0,0,0
28836,0,0,0,0,0,0,1,1,0,0,0
28901,0,0,0,0,0,0,1,1,0,0,0
28912,0,0,0,0,0,0,1,1,0,0,0
28919,0,0,0,0,0,0,1,1,0,0,0
28921,0,0,0,0,0,0,1,1,0,0,0
28926,0,0,0,0,0,0,1,1,0,0,0
28929,0,0,0,0,0,0,1,1,0,0,0
28939,0,0,0,0,0,0,1,1,0,0,0
28949,0,0,0,0,0,0,1,1,0,0,0
28950,0,0,0,0,0,0,1,1,0,0,0
28951,0,0,0,0,0,0,1,1,0,0,0
28959,0,0,0,0,0,0,1,1,0,0,0
28963,0,0,0,0,0,0,1,1,0,0,0
28966,0,0,0,0,0,0,1,1,0,0,0
28969,0,0,0,0,0,0,1,1,0,0,0
28979,0,0,0,0,0,0,1,1,0,0,0
28991,0,0,0,0,0,0,1,1,0,0,0
28997,0,0,0,0,0,0,1,1,0,0,0
29011,0,0,0,0,0,0,1,0,0,0,0
29012,0,0,0,0,0,0,1,1,0,0,0
29013,0,0,0,0,0,0,1,1,0,0,0
29022,0,0,0,0,0,0,1,1,0,0,0
29024,0,0,0,0,0,0,1,1,0,0,0
29029,0,0,0,0,0,0,1,0,0,0,0
29043,0,0,0,0,0,0,1,1,0,0,0
29045,0,0,0,0,0,0,1,1,0,0,0
29046,0,0,0,0,0,0,1,1,0,0,0
29051,0,0,0,0,0,0,1,1,0,0,0
29055,0,0,0,0,0,0,1,1,0,0,0
